NCT Number,Study Title,Sex
NCT02539745,Associations of Vitamin D Deficiency and Vitamin D Receptor Polymorphisms With the Risk of Primary Open-angle Glaucoma,ALL
NCT03967145,Turkish Version of the Glaucoma Quality of Life-15 Questionnaire,ALL
NCT02710916,SD-OCT Multimodal Analysis in GLaucoma,ALL
NCT02084745,Timing of Glaucoma Drainage Device With Boston Keratoprosthesis,ALL
NCT00280345,Autoimmune Dysregulation in Pigmentary Glaucoma,ALL
NCT00308945,Influence of Prostaglandins on Ocular Blood Flow in Glaucoma Patients,ALL
NCT02921568,Side-by-Side Comparison of P200TE and Spectral OCT/SLO on Diseased Eyes,ALL
NCT04401982,Measuring the Effects of Rhopressa on Episcleral and Retinal Blood Flow in Ocular Hypertension and Glaucoma Suspects,ALL
NCT04296916,Effect of Lowering IOP in Glaucoma Suspects With HM,ALL
NCT00727168,Screening for Glaucoma in Namil Area South Korea,ALL
NCT00471068,Study of Travatan and Cosopt in Primary Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT04354545,Treatment of Ocular Discomfort in Glaucoma Patients Using Multiple Topical Medications,ALL
NCT05405868,Nicotinamide in Glaucoma,ALL
NCT04635020,Comparison Of iStent to Laser in Exfoliation Glaucoma Helsinki Study Group,ALL
NCT01520116,Study of the Safety and Efficacy of ATS907 in Subjects With Primary Open Angle Glaucoma (POAG) and Ocular Hypertension,ALL
NCT00141882,Memantine in Patients With Chronic Glaucoma,ALL
NCT02835482,Effect of Elevated Intraocular Pressure in Glaucoma Patients During Femtolaser Cataract Surgery,ALL
NCT04542616,Baerveldt 350 vs Ahmed ClearPath 250 for the Treatment of Glaucoma,ALL
NCT01053416,Pigment Dispersion Syndrome: Natural History and Possible Protective Effect of a YAG Laser Iridotomy,ALL
NCT00637130,Safety and Intraocular Pressure (IOP) Lowering Efficacy of Low Dose Travoprost,ALL
NCT04629521,Additional Long-Term Follow-up for Subjects Implanted With a CyPass® Micro-Stent,ALL
NCT06078592,Comparison of Efficacy and Ocular Surface Assessment Between BRIDIN-plus and Combigan in Glaucoma or Ocular Hypertensive,ALL
NCT01422525,Changes of the Peripapillary Retinal Nerve Fiber Layer After Filtration Surgery in Glaucoma Patients,ALL
NCT05251792,Macular Pigment Optical Density in Primary Angle-closure Disease,ALL
NCT01020721,The Genetic Characteristics in South Korean Patients With Primary Congenital Glaucoma,ALL
NCT00454025,Intraocular Pressure (IOP) Changes Associated With Muslim Prayer Postural Changes,ALL
NCT00527592,A Single Dose Comfort Comparison of Travatan Z in One Eye Versus Xalatan in the Opposite Eye in Patients With Primary Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03352492,Effect of Peripheral Laser Iridotomy Placement on Post-operative Visual Function,ALL
NCT05557721,Uddevalla Skövde Transscleral Micropulse Study,ALL
NCT01510392,CEI Van Outreach Screening Study,ALL
NCT03104621,Efficacy and Tolerability of Preservative-free 0.0015% Tafluprost in Glaucoma Patients,ALL
NCT02207621,Evaluation of Netarsudil (AR-13324) Ophthalmic Solution in Patients With Glaucoma and Ocular Hypertension,ALL
NCT00465621,Dose Response Study of AL-37807 Ophthalmic Solution in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03766425,Comparison of Efficacy and Safety of Mitomycin and Aflibercept Used to Support Primary Trabeculectomy.,ALL
NCT00772330,Clinical Study of the Safety and Performance of the Miami InnFocus Drainage Implant to Relieve Glaucoma Symptoms,ALL
NCT04465630,A Prospective Multicenter Study of the OMNI® Surgical System in Pseudophakic Eyes With Open Angle Glaucoma,ALL
NCT05052242,Evaluation of Ocular Biometry in PACD With Two Swept Source Optical Coherence Tomography Devices,ALL
NCT02822742,A Study Assessing the Safety and Efficacy of DE-117 in Subjects With POAG or OH Who Are Non-/Low-responders to Latanoprost: FUJI Study,ALL
NCT00342342,Family Studies of Eye Traits,ALL
NCT01794442,Study on the Oxygen Saturation in Pulsating and Non-pulsating Central Retinal Veins,ALL
NCT02512042,Bioequivalence Study With Clinical Endpoint Comparing Brinzolamide 1% Ophthalmic Suspension to Azopt® 1% Ophthalmic Suspension In the Treatment of Chronic Open Angle Glaucoma or Ocular Hypertension in Both Eyes,ALL
NCT03373942,The Effect of Pseudoexfoliation on Choroidal Thickness in Open Angle Glaucoma,ALL
NCT01287442,Evaluation of Filtering Blebs Using the Wuerzburg Bleb Classification Score Compared to Other Clinical Findings e.g. the Intraocular Pressure (IOP),ALL
NCT00346489,Outcomes of Intraoperative 5-Fluorouracil Versus Mitomycin C,ALL
NCT00846989,Efficacy Tolerability and Safety of RKI983 (0.05% & 0.10%) vs Xalatan in Patients With POAG or Ocular Hypertension,MALE
NCT02083289,A 28 Day Study of ONO-9054 Ophthalmic Solution in Subjects With Ocular Hypertension (OHT) or Open-angle Glaucoma (OAG),ALL
NCT01936389,A Prospective Study to Assess the Hypotensive Efficacy of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Patients With Exfoliation Syndrome and Ocular Hypertension or Glaucoma,ALL
NCT05543889,Evaluation of Clinical Decisions and Assessment of Those at Risk of Primary Angle Closure by Community Optometrists,ALL
NCT00061542,Safety and Efficacy Study of BETOPTIC S 0.25% and Timolol Gel-forming Solution 0.25% and 0.5% in Pediatric Patients With Glaucoma or Ocular Hypertension,MALE
NCT01042665,Relationship Between Eye Pressure and Ganglion Cell Function in Eyes Receiving Latanoprost Versus Placebo,ALL
NCT06000865,Glaucoma Rehabilitation With Action viDeo Games and Exercise - GRADE,ALL
NCT06000865,Glaucoma Rehabilitation With Action viDeo Games and Exercise - GRADE,ALL
NCT06000865,Glaucoma Rehabilitation With Action viDeo Games and Exercise - GRADE,ALL
NCT02023242,Comparing Effectiveness of the Hydrus Microstent (TM) to Two iStents to Lower IOP in Phakic Eyes,ALL
NCT00934089,A Phase 2 Study Of The 24-Hour Intraocular Pressure Lowering And Systemic Exposure Of PF-04217329,ALL
NCT00468988,Short Term Comparative Study of Xalatan With Benzalkonium Chloride vs. Travatan Z Without Benzalkonium Chloride in Healthy Volunteers,ALL
NCT04863365,A Study of Efficacy and Safety of PHP-201 in Patients With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT05876689,Swept Source OCT Imaging With the DREAM VG-OCT,ALL
NCT03800589,Assessment of Effectiveness Ex-Press Surgery Modification,ALL
NCT00775489,Nasal Steroids in Controlled Glaucoma,ALL
NCT00567788,Comparison of Bimatoprost and Latanoprost in Patients With Chronic Angle-Closure Glaucoma: A Randomized Cross-Over Study,ALL
NCT01443988,Subjects With Open-angle Glaucoma Pseudoexfoliative Glaucoma or Ocular Hypertension Naïve to Medical and Surgical Therapy Treated With Two Trabecular Micro-bypass Stents (iStent)or Travoprost,ALL
NCT05241938,PSLT Compared to Prostaglandin Analogue Eye Drops,ALL
NCT01417689,Eyedrop Instillation Technique,ALL
NCT04700189,A FIH Trial of the STREAMLINE™ SURGICAL SYSTEM,ALL
NCT04900142,Micropulsed Laser Trabeculoplasty Using Different Parameters,ALL
NCT05162989,iCare HOME2 Clinical Trial,ALL
NCT00311389,A 12-Month Study to Evaluate the Efficacy and Safety of Once-Daily Instillation of Combination Glaucoma Therapy in Patients With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT01956942,Micropulse Laser Trabeculoplasty (MLT) Versus Selective Laser Trabeculoplasty (SLT) for Treatment of Open Angle Glaucoma,ALL
NCT01222065,Polarization Sensitive Retinal Tomography for Glaucoma Diagnosis,ALL
NCT00444665,Examining The Efficacy Safety And Improved Tolerability Of Travoprost BAK Free Ophthalmic Solution (Travatan-Z) Compared To Prior Prostaglandin Therapy,ALL
NCT04651530,Endoscopic Cyclophotocoagulation in Normal Tension Glaucoma,ALL
NCT04129021,Multimodal Ophthalmic Imaging,ALL
NCT05283031,The Water Drinking Test in Glaucoma Study,ALL
NCT00405431,Will Restasis Eye Drops Increase Your Chance of Having a Successful Surgery?,ALL
NCT00051142,A Safety and Efficacy Study of Travoprost 0.004% Compared to Latanoprost 0.005% in Patients With Open-Angle Glaucoma (OAG) or Ocular Hypertension (OHT),ALL
NCT02613442,Factors Affecting Aqueous Humor Outflow Facility in Patients With Uveitis,ALL
NCT05316142,Any Unique Identifier Assigned to the Protocol by the Sponsor,ALL
NCT00956865,Community Glaucoma Screening Follow-up,ALL
NCT04052165,IOP Reduction and Complications of Polymethyl Methacrylate GDD on Glaucoma Patient,ALL
NCT04052165,IOP Reduction and Complications of Polymethyl Methacrylate GDD on Glaucoma Patient,ALL
NCT04052165,IOP Reduction and Complications of Polymethyl Methacrylate GDD on Glaucoma Patient,ALL
NCT01687465,A Trial to Compare the Laser Treatment (SLT vs. ALT) in Glaucoma Patients,ALL
NCT03595865,Efficacy of Tafluprost as an Adjunct to Medical Therapy for Residual Glaucoma After Trabeculectomy,ALL
NCT03609125,Cord Blood Serum in the Treatment of Neuro-Degenerative Ophthalmic Diseases. 1-Glaucoma,ALL
NCT04380025,Mirtogenol and Bimatoprost on IOP in Hispanics With Open-Angle Glaucoma,ALL
NCT03293992,A Study of the Safety Tolerability Pharmacokinetics and Pharmacodynamics of RO7058584 Following 7 Days of Instillation of Eye Drops in Patients With Primary Open Angle Glaucoma or Ocular Hypertension,ALL
NCT04515030,Changes of Trace Elements in Aqueous Humor Blood and Tears and Analysis of Related Factors,ALL
NCT05113121,Correlation Between Pupil Size and Ocular Signs of Pseudoexfoliation Syndrome,ALL
NCT04645992,Effect of Combining Yoga to TENS on Diabetic Glaucoma,ALL
NCT02047630,Efficacy of the Brand-name Latanoprost and One of Its Generic Version in Primary Open Angle Glaucoma and Ocular Hypertension,ALL
NCT01484392,Determinants of Compliance With Glaucoma Therapy,ALL
NCT06120621,Combined VCST With Phacoemulsification Versus Phacoemulsification in Primary Angle Closure Glaucoma,ALL
NCT04079725,Iris Tissue in Primary Congenital Glaucoma,ALL
NCT03611530,CoQun Study - (COQUN): a Study to Evaluate the Effects of CoQun in Patients Affected by Open-angle Glaucoma,ALL
NCT04054830,Steroids and/ or Non-steroidal Anti-inflammatory Drugs in the Postoperative Regime After Trabeculectomy.,ALL
NCT00326092,A Study of a Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT04323930,eyeWatch vs. Trabeculectomy RCT (evT),ALL
NCT03870230,Investigation of Neurovascular Coupling in Glaucoma Patients and Healthy Subjects,ALL
NCT00000125,Ocular Hypertension Treatment Study (OHTS),ALL
NCT04896125,Comparison of Different Drugs on Ocular Surface Disease in Glaucoma Patients: a Prospective Randomised Study,ALL
NCT03959592,Macular Pigment and Visual Performance in Glaucoma Patients,ALL
NCT03959592,Macular Pigment and Visual Performance in Glaucoma Patients,ALL
NCT03959592,Macular Pigment and Visual Performance in Glaucoma Patients,ALL
NCT00741130,Corrected Measurement of the Retinal Nerve Fiber Layer Thickness by Optic Disc Configuration With the Cirrus HD OCT,ALL
NCT04297930,Treatment Outcomes of a Novel Glaucoma Tube Shunt Implant for Intraocular Pressure Control in Eyes With Refractory Glaucoma,ALL
NCT01749930,Comparing the Safety and Efficacy of BOL-303259-X Ophthalmic Solution With Timolol Maleate Ophthalmic Solution in Subjects With Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03894631,Effect of Intra-subject Phaco/Trabectome vs. Phaco/Kahook Dual Blade on Intraocular Pressure,ALL
NCT00406042,The Role of Steroids Following Selective Laser Trabeculoplasty,ALL
NCT00273442,Assessing Cosopt Switch Patients,ALL
NCT02785042,Optical Coherence Tomography (OCT) Reference Data Collection Study (S-2015-3),ALL
NCT04141865,Effect of Xen Implantation on the Aqueous Humor Proteome,ALL
NCT02598765,Micro vs. Standard Trabeculectomy Study,ALL
NCT02598765,Micro vs. Standard Trabeculectomy Study,ALL
NCT04967989,Clarifying the Optimal Application of SLT Therapy Trial,ALL
NCT01105065,Effect of Alphagan on Retinal Blood Flow Autoregulation and Motion Detection in Patients With Normal Pressure Glaucoma,ALL
NCT03188042,A Study Using Transorbital Alternating Current Stimulation for People With Glaucoma,ALL
NCT04460365,European Nutrition in Glaucoma Management Trial,ALL
NCT00766389,Retinal Nerve Fiber Layer Thickness Analysis With Cirrus HD OCT Versus Stratus Optical Coherence Tomography (OCT),ALL
NCT04702789,Comparative Study of the Efficacy of Either Krytantek Ofteno PF® or Eliptic Ofteno PF® Plus Gaap Ofteno PF® for POAG or Ocular Hypertension.,ALL
NCT02805231,Associations of Vitamin D Receptor ApaI and Tru9I Polymorphisms With the Risk of Primary Open-angle Glaucoma,ALL
NCT03966365,Safety and Tolerability of the Preservative-free Ophthalmic Solution PRO-122 Compared With Krytantek Ofteno®,ALL
NCT05949242,Clinical Outcomes in Cataract Surgery With OMNI Canaloplasty vs Cataract Surgery With OMNI Canaloplasty and Hydrus Stent,ALL
NCT00347789,Effectiveness of a Procedure for Previously Failed Glaucoma Surgery,ALL
NCT02165631,The Diurnal and Nocturnal Effect of Simbrinza and Timolol on Intraocular Pressure and Ocular Perfusion Pressure,ALL
NCT01864642,Effects of a Single OMT on Intraocular Pressure (IOP) in Ocular Hypertenive or Glaucoma Suspect Subjects,ALL
NCT05332665,AS-OCT Evaluation of Iridocorneal Angle of Patients of Angle Closure Glaucoma After Phacoemulsification,ALL
NCT00576342,Patient Preference Study,ALL
NCT02959242,Dresden Glaucoma and Treatment Study (DGTS),ALL
NCT00638742,A Phase 1 Open-Label Study of Latanoprost Acid Plasma Concentrations in Pediatric and Adult Glaucoma Patients Treated With Latanoprost.,ALL
NCT02366065,Does Oral Acetaminophen Lower Intraocular Pressure?,ALL
NCT03928665,Long-term Observation of Ophthalmic Changes in Patients With Obstructive Sleep Apnea,ALL
NCT06124521,Community Based Treatment for (ComBaT) Glaucoma,ALL
NCT00372931,A Phase II Study of AL-37807 to Treat Open-Angle Glaucoma or Ocular Hypertension,ALL
NCT03187821,Comparison of Superior vs Nasal/Temporal Laser Peripheral Iridotomy in Primary Angle Closure,ALL
NCT06154330,Safety and Efficacy of Suprachoroidal Tube Shunt in Patients With Primary Open and Pseudoexfoliation Glaucomas,ALL
NCT03394521,Progression of Disease in Patients Newly Diagnosed With Glaucoma and Glaucoma Suspects Participating in the GATE Study,ALL
NCT00765921,Ranibizumab in Combination With Proton Beam Irradiation for Choroidal Melanoma,ALL
NCT00838721,Evaluation of Pascal Laser Trabeculoplaty,ALL
NCT04145830,UCP Glaucoma Treatment for Primary Glaucoma in China,ALL
NCT01409421,RESEARCH PROTOCOL: Glaucoma Treatment Adherence and Persistence,ALL
NCT06112431,New York City SIGHT Study-2,ALL
NCT04918121,A Study of Yutiq Steroid Insert During Glaucoma Tube Implant Surgery,ALL
NCT05686421,Comfortable and Stabilizing Chin & Forehead Rest Attachment for Slit Lamp Configurations,ALL
NCT02901730,Clinical Study of LPI With Different Laser Wavelengths,ALL
NCT04157530,Clinical Evaluation of Acupuncture in Treating Glaucoma,ALL
NCT05235321,Automated Applanation Tonometry,ALL
NCT00303121,Compliance and Administration Technique in Topical Drug Therapy of Glaucoma,ALL
NCT01228721,Reproducibility of Retinal Nerve Fiber Layer Thickness Measurements Using the Eye Tracker and Retest Function of Spectralis® SD-OCT in Glaucomatous Eyes and Healthy Controls,ALL
NCT03077789,Prospective Study of the Diagnostic and Therapeutic Management of Congenital Glaucoma in France,ALL
NCT02599688,Open Label Extension of LipoLat-CS202,ALL
NCT00224289,Effect of Age on Latanoprost 0.005% in Patients With Glaucoma,ALL
NCT03494465,Efficacy and Safety of Lens Extraction in Patients With Pseudoexfoliation Glaucoma,ALL
NCT04683289,Visco-Circumferential-Suture-Trabeculotomy Versus Trabeculotomy,ALL
NCT02928289,Randomized Study of the Safety and Effectiveness of the Sight Sciences VISCO™360 Viscosurgical System Versus SLT in Primary Open Angle Glaucoma (VISCO360 Study),ALL
NCT01446588,Ocular Hypertension And Yoga Study,ALL
NCT00573638,Effects of Xal-Ease on Patient Compliance With Xalatan,ALL
NCT03689088,Sensing Contact Lens-based Device for 24-hour Monitoring of Intraocular Pressure,ALL
NCT03323138,Study on Ex-PRESS Implantation Combined With Phacoemulsification in Primary Angle-closure Glaucoma,ALL
NCT01308788,Aqueous Suppressant Versus Aqueous Outflow on Ocular Blood Flow,ALL
NCT01906138,An Open Label Study Assessing the 24-hour Intraocular Pressure Pattern in PAC and PACG Patients Before and After Laser Peripheral Iridotomy,ALL
NCT04651231,Punch Trabeculectomy Versus Classic Trabeculectomy,ALL
