NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT04143620,Triple Procedure for Dense Cataractus Neovascular Glaucoma Patients,https://clinicaltrials.gov/study/NCT04143620,COMPLETED,INTERVENTIONAL
NCT01908816,An Open-label Extended Clinical Protocol of Ranibizumab to Evaluate Safety and Efficacy in Rare VEGF Driven Ocular Diseases.,https://clinicaltrials.gov/study/NCT01908816,COMPLETED,INTERVENTIONAL
NCT01612416,Spectral Domain Optical Coherence Tomography Analysis for Glaucoma,https://clinicaltrials.gov/study/NCT01612416,COMPLETED,INTERVENTIONAL
NCT04072016,Study of the Beacon Aqueous Microshunt in Patients With Refractory Glaucoma,https://clinicaltrials.gov/study/NCT04072016,TERMINATED,INTERVENTIONAL
NCT04524416,MINIject Global Long-Term Follow-up Study,https://clinicaltrials.gov/study/NCT04524416,RECRUITING,OBSERVATIONAL
NCT00061516,Safety and Efficacy Study of BETAXON 0.5% and AZOPT 1.0% in Pediatric Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00061516,COMPLETED,INTERVENTIONAL
NCT01229982,A Study Evaluating the Latanoprost Punctal Plug Delivery System (L-PPDS) in Subjects With Ocular Hypertension or Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT01229982,COMPLETED,INTERVENTIONAL
NCT01510145,Efficacy of Changing to TRAVATAN® From Prior Therapy,https://clinicaltrials.gov/study/NCT01510145,COMPLETED,INTERVENTIONAL
NCT02570867,Functional Brain Changes of Primary Open-angle Glaucoma Patients,https://clinicaltrials.gov/study/NCT02570867,UNKNOWN,OBSERVATIONAL
NCT00820300,A Safety Study of the Latanoprost Punctal Plug Delivery System (L-PPDS) in Subjects With Ocular Hypertension or Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00820300,COMPLETED,INTERVENTIONAL
NCT00902200,A Study of AR-12286 in Patient With Elevated Intraocular Pressure (IOP),https://clinicaltrials.gov/study/NCT00902200,COMPLETED,INTERVENTIONAL
NCT04092400,Study on Micro-invasive Glaucoma Surgical (MIGS) Devices,https://clinicaltrials.gov/study/NCT04092400,UNKNOWN,OBSERVATIONAL
NCT00522600,Eye Drop Use in Glaucoma Patients Through Patient Surveys and Video Observations,https://clinicaltrials.gov/study/NCT00522600,COMPLETED,OBSERVATIONAL
NCT00293800,A Study of Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00293800,COMPLETED,INTERVENTIONAL
NCT01433900,Switching From Preserved to Preserved-free Treatments for Glaucoma.,https://clinicaltrials.gov/study/NCT01433900,UNKNOWN,INTERVENTIONAL
NCT02554214,Pilot Clinical Trial on a New Adjustable Glaucoma Drainage Device,https://clinicaltrials.gov/study/NCT02554214,UNKNOWN,INTERVENTIONAL
NCT04695314,Foot Reflexology in Ocular Hypertensive and Glaucoma Patients,https://clinicaltrials.gov/study/NCT04695314,COMPLETED,INTERVENTIONAL
NCT04577300,Dual Intravitreal Implantation of NT-501 Encapsulated Cell Therapy for Glaucoma,https://clinicaltrials.gov/study/NCT04577300,RECRUITING,INTERVENTIONAL
NCT04131114,Glaucoma After Congenital And Infantile Cataract Surgery,https://clinicaltrials.gov/study/NCT04131114,UNKNOWN,OBSERVATIONAL
NCT03080714,Triton Agreement and Precision Study,https://clinicaltrials.gov/study/NCT03080714,COMPLETED,OBSERVATIONAL
NCT01978600,Evaluation of Intraocular Pressure Using Simbrinza™ in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01978600,COMPLETED,INTERVENTIONAL
NCT03107000,Corneal Endothelial Cell Loss After Trabeculectomy Versus Phakotrabeculectomy,https://clinicaltrials.gov/study/NCT03107000,COMPLETED,INTERVENTIONAL
NCT00675207,Comparison of Brimonidine Purite Dorzolamide and Brinzolamide as Adjunctive Therapy to Prostaglandin Analogs,https://clinicaltrials.gov/study/NCT00675207,COMPLETED,INTERVENTIONAL
NCT04339907,Inflammatory Mediators of Glaucoma After Corneal Transplantation (AH-Tears),https://clinicaltrials.gov/study/NCT04339907,RECRUITING,INTERVENTIONAL
NCT01795014,Correlation of Orbital Cerebrospinal Fluid Pressure and Retinal Venous Outflow in Primary Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT01795014,UNKNOWN,OBSERVATIONAL
NCT04036214,Efficacy and Safety Outcomes of Optometrist Performed Selective Laser Trabeculoplasty (SLT),https://clinicaltrials.gov/study/NCT04036214,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT00449956,MK0507A Clinical Study in Patients With Glaucoma and Ocular Hypertension (0507A-149)(COMPLETED),https://clinicaltrials.gov/study/NCT00449956,COMPLETED,INTERVENTIONAL
NCT00275756,Effects of Common Topical Glaucoma Therapy on Optic Nerve Head Blood Flow Autoregulation During Increased Arterial Blood Pressure and Artificially Elevated Intraocular Pressure in Healthy Humans,https://clinicaltrials.gov/study/NCT00275756,WITHDRAWN,INTERVENTIONAL
NCT04687800,Clinical Investigation of the Dextenza 0.4mg Intracanalicular Insert Delivery System Used in Cataract Surgery,https://clinicaltrials.gov/study/NCT04687800,TERMINATED,INTERVENTIONAL
NCT03733600,Evaluation of the Xen Implant in Glaucoma Surgery,https://clinicaltrials.gov/study/NCT03733600,COMPLETED,OBSERVATIONAL
NCT00781300,Intraocular Pressure With Loteprednol and Dexamethasone,https://clinicaltrials.gov/study/NCT00781300,COMPLETED,INTERVENTIONAL
NCT03090243,The Effects of Virtual Colonoscopy on Intraocular Pressure,https://clinicaltrials.gov/study/NCT03090243,UNKNOWN,OBSERVATIONAL
NCT05389267,Safety Assessment of T4090 Eye Drops in Ocular Hypertensive or Glaucomatous Patients.,https://clinicaltrials.gov/study/NCT05389267,RECRUITING,INTERVENTIONAL
NCT05717543,Imaging of Corneal and Crystalline by Near Infrared Retro-illumination,https://clinicaltrials.gov/study/NCT05717543,COMPLETED,INTERVENTIONAL
NCT03108443,Novel Markers for Detecting Early Progression of Glaucoma,https://clinicaltrials.gov/study/NCT03108443,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT04061343,The Effects of Changing Light Levels on Contrast Sensitivity in Patients With Glaucoma,https://clinicaltrials.gov/study/NCT04061343,COMPLETED,OBSERVATIONAL
NCT03927443,A Comparative Study of SPARC's SDP-133 Once Daily and Lumigan in Subjects With Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT03927443,WITHDRAWN,INTERVENTIONAL
NCT06053307,Treating Psychosocial Distress in Glaucoma,https://clinicaltrials.gov/study/NCT06053307,NOT_YET_RECRUITING,INTERVENTIONAL
NCT00823043,A Comfort Survey of Open-angle Glaucoma or Ocular Hypertension Patients Treated With 2 Drugs,https://clinicaltrials.gov/study/NCT00823043,COMPLETED,OBSERVATIONAL
NCT04521907,Correlative Study on Incidence and Risk Factors of Glaucoma-related Adverse Event at Various Durations After Congenital Cataract Surgery,https://clinicaltrials.gov/study/NCT04521907,UNKNOWN,OBSERVATIONAL
NCT01639807,Clinical Evaluation of Efficacy of SLT to Topical Medication in Lowering IOP,https://clinicaltrials.gov/study/NCT01639807,UNKNOWN,INTERVENTIONAL
NCT01364207,The Effects of Caffeinated Coffee on Intraocular Pressure,https://clinicaltrials.gov/study/NCT01364207,COMPLETED,INTERVENTIONAL
NCT04943107,Effect of Antihypertensive Drugs on Glaucoma Patients,https://clinicaltrials.gov/study/NCT04943107,UNKNOWN,OBSERVATIONAL
NCT00300079,Study of the Intraocular Pressure (IOP)-Lowering Efficacy of Azopt 1.0% Compared to Timolol 0.5% in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00300079,COMPLETED,INTERVENTIONAL
NCT04046809,Study of Neurotidine® Intake on Life Quality of Patients With Glaucoma,https://clinicaltrials.gov/study/NCT04046809,COMPLETED,INTERVENTIONAL
NCT02522039,Pupillary Response After Glaucoma Medication,https://clinicaltrials.gov/study/NCT02522039,COMPLETED,INTERVENTIONAL
NCT00902109,Study to Compare Standard Perimetry With the New Scotoma-Oriented Perimetry (SCOPE) Using a New Fast German Adaptive Threshold Estimation (GATE) in Glaucoma Patients,https://clinicaltrials.gov/study/NCT00902109,UNKNOWN,OBSERVATIONAL
NCT01983579,TF (SENSIMED Triggerfish) in Intraocular Anti-VEGF (Vascular Endothelial Growth Factor) Injection,https://clinicaltrials.gov/study/NCT01983579,TERMINATED,INTERVENTIONAL
NCT02375009,Glaucoma Management in the African-Derived Developing World Using Trabeculoplasty,https://clinicaltrials.gov/study/NCT02375009,COMPLETED,INTERVENTIONAL
NCT00327509,mRNA Expression in Lymphocytes of Glaucoma Patients,https://clinicaltrials.gov/study/NCT00327509,COMPLETED,OBSERVATIONAL
NCT04585100,FM101 Safety Tolerability Efficacy Study in the Patients With Ocular Hypertension,https://clinicaltrials.gov/study/NCT04585100,UNKNOWN,INTERVENTIONAL
NCT04647214,18 Month Prospective Efficacy and Safety Study of Bimatoprost Intracameral Implant (DURYSTA),https://clinicaltrials.gov/study/NCT04647214,RECRUITING,OBSERVATIONAL
NCT05159414,Study of Application of Pulse Electrical Stimulation Around Eye in Glaucoma Patients,https://clinicaltrials.gov/study/NCT05159414,COMPLETED,INTERVENTIONAL
NCT01168414,A Study of Ganfort Versus Duotrav in Patients With Primary Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01168414,COMPLETED,INTERVENTIONAL
NCT01298700,Long-Term Safety of Bimatoprost Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT01298700,COMPLETED,INTERVENTIONAL
NCT03686072,Cataract Surgery Combined With Endoscopic Goniosynechialysis for Advanced Primary Angle Closure Glaucoma,https://clinicaltrials.gov/study/NCT03686072,COMPLETED,INTERVENTIONAL
NCT00570362,Systemic Glutathione Level in Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT00570362,COMPLETED,OBSERVATIONAL
NCT01252862,Prospective Evaluation of Open-Angle Glaucoma Subjects on One Topical Hypotensive Medication Treated With Two iStents,https://clinicaltrials.gov/study/NCT01252862,COMPLETED,INTERVENTIONAL
NCT04273438,Determining the Clinical Utility of Using Virtual Reality Headsets to Assess Visual Function in Those With Glaucoma.,https://clinicaltrials.gov/study/NCT04273438,UNKNOWN,OBSERVATIONAL
NCT01845038,Multi-Arm Feasibility Study Evaluating OTX-TP Compared to Timolol in Treatment of Subjects With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT01845038,COMPLETED,INTERVENTIONAL
NCT04586738,Efficacy and Safety of Non-resorbable Uveoscleral Implant Versus Absorbable Collagen Matrix in Non-perforating Deep Sclerectomy,https://clinicaltrials.gov/study/NCT04586738,UNKNOWN,INTERVENTIONAL
NCT03852810,Satisfaction With XEN Gel Stent Versus Trabeculectomy for the Treatment of Glaucoma,https://clinicaltrials.gov/study/NCT03852810,COMPLETED,OBSERVATIONAL
NCT02105272,Efficacy and Safety Study of OPC-1085EL Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02105272,COMPLETED,INTERVENTIONAL
NCT00751062,A Study of Open Angle Glaucoma or Ocular Hypertension in Patients Within Scandinavia,https://clinicaltrials.gov/study/NCT00751062,COMPLETED,INTERVENTIONAL
NCT00348062,A Multicenter Evaluation of Methods to Reduce Hyperemia Associated With Bimatoprost Therapy for Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00348062,COMPLETED,INTERVENTIONAL
NCT00862472,Safety and Efficacy Study of DuoTrav APS Versus DuoTrav,https://clinicaltrials.gov/study/NCT00862472,WITHDRAWN,INTERVENTIONAL
NCT00320762,Ologen (OculusGen)-Glaucoma and Pterygium Historical Control Study in China Beijing Hospital,https://clinicaltrials.gov/study/NCT00320762,COMPLETED,INTERVENTIONAL
NCT05247762,Effect of Acupuncture on Visual Acuity and Visual Field in Patients With Primary Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT05247762,RECRUITING,INTERVENTIONAL
NCT04024072,To Compare the Safety and Efficacy of Perrigo's Product to an FDA Approved Product for the Treatment of Glaucoma or Ocular Hypertension in Both Eyes,https://clinicaltrials.gov/study/NCT04024072,COMPLETED,INTERVENTIONAL
NCT06016972,Qlaris Phase 2 Study of QLS-111 in POAG and/or OHT Patients,https://clinicaltrials.gov/study/NCT06016972,NOT_YET_RECRUITING,INTERVENTIONAL
NCT00371072,Trabeculectomy With MMC Versus Ahmed Glaucoma Implant for Treatment of Pediatric Aphakic Glaucoma,https://clinicaltrials.gov/study/NCT00371072,COMPLETED,INTERVENTIONAL
NCT01408472,NT-501 CNTF Implant for Glaucoma: Safety Neuroprotection and Neuroenhancement,https://clinicaltrials.gov/study/NCT01408472,COMPLETED,INTERVENTIONAL
NCT04898387,Efficacy and Safety Assessment of T4030 Eye Drops Versus Ganfort® UD in Ocular Hypertensive or Glaucomatous Patients.,https://clinicaltrials.gov/study/NCT04898387,COMPLETED,INTERVENTIONAL
NCT03654885,XEN-45 Gel Stent Versus Trabeculectomy in Glaucoma: Gold-Standard Pathway Study (GPS),https://clinicaltrials.gov/study/NCT03654885,COMPLETED,INTERVENTIONAL
NCT03278587,Village-Integrated Eye Worker Trial II - Pilot,https://clinicaltrials.gov/study/NCT03278587,COMPLETED,INTERVENTIONAL
NCT03278587,Village-Integrated Eye Worker Trial II - Pilot,https://clinicaltrials.gov/study/NCT03278587,COMPLETED,INTERVENTIONAL
NCT02876185,Evaluation of the Possibility to Delegate Glaucoma Surveillance to Orthoptists in Hospital,https://clinicaltrials.gov/study/NCT02876185,ACTIVE_NOT_RECRUITING,OBSERVATIONAL
NCT03192085,Comparison of SITA-Standard Compared to SITA-Fast Visual Fields.,https://clinicaltrials.gov/study/NCT03192085,UNKNOWN,INTERVENTIONAL
NCT03192085,Comparison of SITA-Standard Compared to SITA-Fast Visual Fields.,https://clinicaltrials.gov/study/NCT03192085,UNKNOWN,INTERVENTIONAL
NCT01528787,Study of AR-13324 in Patients With Elevated Intraocular Pressure,https://clinicaltrials.gov/study/NCT01528787,COMPLETED,INTERVENTIONAL
NCT04943185,A Prospective Single Surgeon Randomized Control Study Comparing ab Interno XEN Gel Microstent Implantation vs Closed Conjunctiva ab Externo Implantation Performed at the Slit Lamp for the Treatment of Uncontrolled Glaucoma,https://clinicaltrials.gov/study/NCT04943185,RECRUITING,INTERVENTIONAL
NCT00981786,24-Hour Intraocular Pressure With Brinzolamide/Timolol Versus Brimonidine/Timolol,https://clinicaltrials.gov/study/NCT00981786,COMPLETED,INTERVENTIONAL
NCT00304785,Latanoprost Versus Fotil,https://clinicaltrials.gov/study/NCT00304785,COMPLETED,INTERVENTIONAL
NCT00693485,Safety and Effects of Brimonidine Intravitreal Implant in Patients With Glaucomatous Optic Neuropathy,https://clinicaltrials.gov/study/NCT00693485,COMPLETED,INTERVENTIONAL
NCT01384487,Nidek RS3000 Comparative Study,https://clinicaltrials.gov/study/NCT01384487,COMPLETED,OBSERVATIONAL
NCT00607685,5FU vs 5FU With Viscoelastic Formulation for the Prevention of Scarring Post-trabeculectomy,https://clinicaltrials.gov/study/NCT00607685,COMPLETED,INTERVENTIONAL
NCT00607685,5FU vs 5FU With Viscoelastic Formulation for the Prevention of Scarring Post-trabeculectomy,https://clinicaltrials.gov/study/NCT00607685,COMPLETED,INTERVENTIONAL
NCT01906151,IOP Pattern in Primary Angle Closure and Primary Angle Closure Glaucoma Patients Before and After LPI,https://clinicaltrials.gov/study/NCT01906151,WITHDRAWN,INTERVENTIONAL
NCT06016712,The Effect of Labor on Intraocular Pressure Fluctuation in Healthy Eyes,https://clinicaltrials.gov/study/NCT06016712,RECRUITING,INTERVENTIONAL
NCT04703712,Lens Extraction Combined With Goniosynechialysis Versus Trabeculectomy,https://clinicaltrials.gov/study/NCT04703712,RECRUITING,INTERVENTIONAL
NCT04434612,Effect of OXSIGHT Smart Glasses on Patients With Advanced Glaucoma,https://clinicaltrials.gov/study/NCT04434612,UNKNOWN,INTERVENTIONAL
NCT02020512,A Study of 0.03% Bimatoprost in the Treatment of Primary Open Angle Glaucoma and Ocular Hypertension,https://clinicaltrials.gov/study/NCT02020512,COMPLETED,INTERVENTIONAL
NCT00321386,Analysis of Clinical Profiles of Chinese Patients With Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT00321386,UNKNOWN,OBSERVATIONAL
NCT00321386,Analysis of Clinical Profiles of Chinese Patients With Normal Tension Glaucoma,https://clinicaltrials.gov/study/NCT00321386,UNKNOWN,OBSERVATIONAL
NCT01895686,Comparison of Gonioscopy With Cirrus and Visante,https://clinicaltrials.gov/study/NCT01895686,COMPLETED,OBSERVATIONAL
NCT02327312,Multicenter Investigation of Trabecular Micro-Bypass Stents vs. Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT02327312,TERMINATED,INTERVENTIONAL
NCT00491712,Comparison of Efficacy Between Silicone Ahmed Glaucoma Valves With and Without Intravitreal Triamcinolone Injection,https://clinicaltrials.gov/study/NCT00491712,UNKNOWN,INTERVENTIONAL
NCT00651612,Study to Evaluate Safety of Brimonidine/Timolol Fixed Combination in Glaucoma or Ocular Hypertension Patients,https://clinicaltrials.gov/study/NCT00651612,COMPLETED,INTERVENTIONAL
NCT00799682,Exploratory Study Comparing Signs and Symptoms in Patients With Ocular Hypertension or Glaucoma Using Xalatan R® or Travatan Z®,https://clinicaltrials.gov/study/NCT00799682,COMPLETED,INTERVENTIONAL
NCT04232982,The Role of Transscleral Cyclophotocoagulation in Patients Undergoing a Boston Keratoprosthesis,https://clinicaltrials.gov/study/NCT04232982,RECRUITING,INTERVENTIONAL
NCT01305616,Effect of Yellow-Tinted Intraocular Lens on Standard Automated Perimetry (SAP) and Short-wavelength Automated Perimetry (SWAP) in Patients With and Without Glaucoma,https://clinicaltrials.gov/study/NCT01305616,COMPLETED,INTERVENTIONAL
NCT00347893,The Efficacy of Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT00347893,UNKNOWN,OBSERVATIONAL
NCT00402493,Study to Determine if Taking OTC Non-Steroidal Anti-Inflammatory Affects Eye Pressure in Patients Using Glaucoma Drops,https://clinicaltrials.gov/study/NCT00402493,COMPLETED,INTERVENTIONAL
NCT02708082,Glaucoma HFA / OCT Specificity Study,https://clinicaltrials.gov/study/NCT02708082,UNKNOWN,OBSERVATIONAL
NCT03098316,Metabolomics in Surgical Ophthalmological Patients,https://clinicaltrials.gov/study/NCT03098316,UNKNOWN,OBSERVATIONAL
NCT05299593,24-hour Efficacy and Tolerability of the Tafluprost-timolol Fixed Association Without Preservatives in Glaucomatous or Ocular Hypertensive Patients Already Treated With Latanoprost Preserved With BAK. A Prospective Open Study of 3 Months Duration.,https://clinicaltrials.gov/study/NCT05299593,RECRUITING,INTERVENTIONAL
